Genus,Species,Season,n,meanFFD,daysperC,R2,F-val,p-val,event,
Lonicera,sempervirens,AMJ,6,162.1667,-6.8749,0.24957,1.3302,0.31299,ffd,
Ludwigia,alternifolia,JJA,7,210.2857,11.3458,0.44232,3.9657,0.10306,ffd,
Ludwigia,palustris,NDJ-1,17,213.7059,6.8351,0.19057,3.5315,0.079783,ffd,
Lupinus,perennis,MAJ,22,143.6364,-8.3324,0.48016,18.4734,0.00035044,ffd,
Lycopus,americanus,JFM,21,203.3333,2.1666,0.10373,2.1989,0.15451,ffd,
Lycopus,virginicus,NDJ-1,20,201.7,-3.545,0.29049,7.3696,0.014201,ffd,
Lyonia,ligustrina,OND-1,22,171.8636,1.9544,0.12907,2.9639,0.10058,ffd,
Lysimachia,ciliata,FMA,7,198.7143,-5.6065,0.662,9.7928,0.025977,ffd,
Lysimachia,hybrida,JJA,20,191.85,2.774,0.18687,4.1366,0.056975,ffd,
Lysimachia,nummularia,AMJ,15,174.6,-3.8544,0.29524,5.446,0.036314,ffd,
Lysimachia,quadrifolia,AMJ,23,166,-3.0349,0.14622,3.5964,0.071746,ffd,
Lysimachia,terrestris,MAJ,22,176.5909,-4.0853,0.43843,15.6142,0.00078802,ffd,
Lysimachia,thyrsiflora,JJA,12,167.6667,1.1756,0.31191,4.5329,0.059115,ffd,
Lythrum,salicaria,FMA,12,192.0833,-8.0586,0.18969,2.341,0.15701,ffd,
Maianthemum,canadense,MAJ,23,137.4348,-3.8424,0.5658,27.3653,3.4793e-05,ffd,
Malus,malus,MAJ,22,130.3182,-5.4082,0.69357,45.2678,1.515e-06,ffd,
Malva,sylvestris,AMJ,8,181.125,-16.9001,0.87594,42.3652,0.00062665,ffd,
Medeola,virginiana,JJA,20,155.8,2.7694,0.15363,3.2674,0.087413,ffd,
Megalodonta,beckii,NDJ-1,17,228.7059,-3.4589,0.11235,1.8986,0.18844,ffd,
Melampyrum,lineare,JFM,20,168.3,-2.1379,0.26323,6.4308,0.0207,ffd,
Melilotus,alba,AMJ,17,191.5882,-7.6502,0.23095,4.5046,0.050861,ffd,
Mentha,arvensis,DJF-1,21,201.3333,-1.7433,0.082872,1.7168,0.20572,ffd,
Mentha,piperita,ASO,17,217.2353,5.7268,0.24017,4.7413,0.045823,ffd,
Mentha,spicata,DJF-1,13,217.6154,7.5122,0.49851,10.9348,0.0069934,ffd,
Menyanthes,trifoliata,MAJ,18,139.3333,-5.3462,0.35785,8.9164,0.0087302,ffd,
Mikania,scandens,MAJ,5,217.4,-12.4267,0.77299,10.2154,0.049477,ffd,
Mimulus,ringens,JJA,21,205.619,6.0444,0.5008,19.0606,0.00033259,ffd,
Mitchella,repens,DJF-1,21,167.4762,-3.0045,0.39706,12.5124,0.0022009,ffd,
Mollugo,verticillata,AMJ,20,155.45,-12.3423,0.24174,5.7385,0.02768,ffd,
Monarda,didyma,ASO,13,204.7692,-6.8883,0.19077,2.5931,0.13563,ffd,
Monarda,fistulosa,AMJ,16,199,-5.0218,0.18905,3.2638,0.092361,ffd,
Moneses,uniflora,MAJ,15,163.7333,-6.1912,0.55568,16.2579,0.0014234,ffd,
Monotropa,hypopithys,FMA,21,209.8571,-5.1541,0.30098,8.1809,0.010016,ffd,
Monotropa,uniflora,JAS,24,194.0833,-5.4724,0.19715,5.4024,0.029738,ffd,
Morella,pensylvanica,DJF-1,17,153.7059,-8.8135,0.21326,4.0661,0.062022,ffd,
Myosotis,arvensis,JFM,12,127.0833,-3.3007,0.54246,11.8559,0.0062971,ffd,
Myosotis,laxa,JFM,18,149.4444,-2.6205,0.25725,5.5415,0.031681,ffd,
Myosotis,scorpioides,NDJ-1,16,170.4375,11.7544,0.26112,4.9477,0.043086,ffd,
Myosotis,verna,MAJ,19,142.2632,-5.8205,0.29448,7.0956,0.016366,ffd,
Myrica,gale,MJJ,21,110.6667,4.9607,0.10154,2.1473,0.15918,ffd,
Nasturtium,officinale,MAJ,15,145.0667,-4.3435,0.46881,11.4733,0.0048602,ffd,
Nemopanthes,mucronata,JFM,20,135.7,-3.652,0.30064,7.7377,0.012311,ffd,
Nepeta,cataria,MJJ,19,181.5789,-5.7855,0.25652,5.8656,0.026907,ffd,
Nuphar,microphyllum,ASO,18,174.8333,-12.2317,0.45867,13.5566,0.0020179,ffd,
Nuphar,variegata,JFM,8,141,-6.19,0.27433,2.2682,0.18277,ffd,
Nymphoides,cordata,MJJ,18,176.8889,-6.3178,0.23364,4.878,0.042136,ffd,
Oenothera,biennis,JJA,20,171.9,7.0727,0.23545,5.5431,0.03011,ffd,
Oenothera,perennis,JJA,6,174,14.3584,0.92615,50.1611,0.0020979,ffd,
Ornithogalum,umbellatum,AMJ,10,146.7,-11.8808,0.79626,31.2648,0.00051534,ffd,
Orobanche,uniflora,NDJ-1,7,151.4286,-3.1018,0.51607,5.332,0.068983,ffd,
Oxalis,europaea,FMA,24,149.0417,-6.4224,0.38022,13.4968,0.0013319,ffd,
Oxalis,montana,AMJ,12,164.1667,-5.0992,0.23125,3.0082,0.11351,ffd,
Oxalis,violacea,MAJ,18,145.7222,-5.2015,0.33162,7.9385,0.012385,ffd,
Parthenocissus,quinquefolia,NDJ-1,21,189.9048,-3.2097,0.15147,3.3917,0.081193,ffd,
Pastinaca,sativa,AMJ,20,181.05,-2.3838,0.030613,0.56843,0.46063,ffd,
Pedicularis,canadensis,FMA,20,137.1,-2.2326,0.1166,2.3759,0.14062,ffd,
Penthorum,sedoides,DJF-1,19,202.8947,-2.6061,0.12928,2.524,0.13055,ffd,
Photinia,floribunda,JFM,6,140.8333,-6.8485,0.98194,217.5026,0.00012303,ffd,
Photinia,melanocarpa,NDJ-1,6,142.5,-2.1245,0.56829,5.2654,0.083429,ffd,
Phryma,leptostachya,OND-1,15,200.5333,3.772,0.21677,3.5979,0.080291,ffd,
Phytolacca,americana,FMA,22,188.5909,3.8983,0.14399,3.3642,0.081551,ffd,
Plantago,lanceolata,FMA,22,158.3182,-11.6363,0.42123,14.5563,0.0010832,ffd,
Podophyllum,peltatum,MAJ,16,143.1875,-4.6507,0.36957,8.2072,0.01248,ffd,
Pogonia,ophioglossoides,NDJ-1,22,169.4091,-2.3228,0.229,5.9404,0.024262,ffd,
Polygala,pauciflora,MAJ,26,135.8846,-3.1908,0.28801,9.7085,0.004705,ffd,
Polygala,sanguinea,MJJ,22,192.6818,-5.3432,0.13653,3.1623,0.090563,ffd,
Polygala,verticillata,NDJ-1,18,213.3333,-4.4517,0.20212,4.0532,0.061227,ffd,
Polygonatum,pubescens,NDJ-1,6,138.5,-2.7093,0.68035,8.5137,0.043338,ffd,
Polygonum,arifolium,SON,18,217.4444,-12.2218,0.29686,6.755,0.019379,ffd,
Polygonum,aviculare,JAS,21,186.0476,5.2806,0.17367,3.9932,0.060201,ffd,
Polygonum,careyi,JFM,6,206.3333,5.6844,0.45841,3.3857,0.13959,ffd,
Polygonum,hydropiper,JJA,6,201.5,4.6843,0.38495,2.5036,0.18875,ffd,
Polygonum,hydropiperoides,MJJ,18,210.5556,-9.6705,0.16497,3.1609,0.09443,ffd,
Polygonum,lapathifolium,ASO,6,216.3333,-17.8197,0.75211,12.1359,0.025268,ffd,
Polygonum,orientale,NDJ-1,12,230.3333,5.1188,0.28988,4.0822,0.070928,ffd,
Polygonum,pensylvanicum,FMA,10,219.1,-9.0078,0.59714,11.8578,0.0087781,ffd,
Polygonum,persicaria,ASO,20,180.6,-6.2327,0.23849,5.6374,0.028909,ffd,
Polygonum,punctatum,AMJ,15,218.9333,-7.711,0.20202,3.2912,0.092791,ffd,
Polygonum,sagittatum,JJA,21,179,6.4744,0.22493,5.5139,0.029844,ffd,
Polygonum,tenue,AMJ,14,225.2143,-5.863,0.32855,5.8717,0.032131,ffd,
Portulaca,oleracea,DJF-1,18,195.2222,6.293,0.23538,4.9255,0.041267,ffd,
Potentilla,argentea,AMJ,23,149.3913,-4.4906,0.089777,2.0713,0.16484,ffd,
Potentilla,arguta,OND-1,8,185,-22.7006,0.65327,11.3046,0.015188,ffd,
Potentilla,canadensis,MAJ,25,118.16,-4.9257,0.18629,5.2655,0.031213,ffd,
Potentilla,fruticosa,MAJ,13,185.3846,-7.4536,0.1822,2.4507,0.14577,ffd,
Potentilla,norvegica,MAJ,22,154.6364,-9.4699,0.49496,19.601,0.00025918,ffd,
Potentilla,palustris,NDJ-1,18,181.4444,-2.6855,0.19743,3.9359,0.064693,ffd,
Potentilla,recta,AMJ,17,170.6471,-6.3919,0.21001,3.9875,0.064316,ffd,
Potentilla,simplex,NDJ-1,6,139.5,-4.1381,0.71785,10.1767,0.033213,ffd,
Prenanthes,alba,MAJ,18,205.7778,-4.9573,0.24634,5.2296,0.036169,ffd,
Prenanthes,serpentaria,JFM,15,215.2667,-5.677,0.28305,5.1323,0.041214,ffd,
Proserpinaca,palustris,NDJ-1,15,214.8,9.393,0.28905,5.2855,0.03873,ffd,
Prunella,vulgaris,MAJ,21,164.1905,-2.6197,0.28322,7.5074,0.013015,ffd,
Prunus,americana,JFM,24,125.5,-2.8236,0.4349,16.9309,0.00045592,ffd,
Prunus,cerasus,FMA,6,121.5,-5.0047,0.90319,37.3195,0.0036343,ffd,
Prunus,maritima,MAJ,20,133.65,-4.5099,0.45353,14.9387,0.0011344,ffd,
Prunus,pensylvanica,JFM,24,128.25,-3.9088,0.4567,18.4931,0.00028969,ffd,
Prunus,pumila,MAJ,19,134.1579,-3.6201,0.48105,15.7586,0.00099012,ffd,
Prunus,serotina,MAJ,23,134.2174,-4.7775,0.20759,5.5014,0.028901,ffd,
Prunus,virginiana,MAJ,23,138.7826,-6.2333,0.40683,14.4028,0.0010593,ffd,
Pycnanthemum,virginianum,MJJ,17,195.0588,-6.4031,0.35237,8.1612,0.012001,ffd,
Pyrola,chlorantha,MAJ,19,164.3684,-3.3998,0.50202,17.1382,0.00068511,ffd,
Pyrola,elliptica,MAJ,19,175.4737,-2.6004,0.15647,3.1535,0.093666,ffd,
Pyrola,rotundifolia,JFM,5,179.6,2.2454,0.15297,0.54178,0.51503,ffd,
Quercus,ilicifolia,DJF-1,5,137.8,-0.49697,0.2574,1.0399,0.38292,ffd,
Ranunculus,abortivus,MAJ,21,130.5714,-7.4577,0.45608,15.9315,0.00078135,ffd,
Ranunculus,acris,JFM,22,136.5909,-2.1138,0.24043,6.3306,0.020517,ffd,
Ranunculus,bulbosus,MAJ,25,128.12,-4.5605,0.3044,10.0648,0.0042486,ffd,
Ranunculus,fascicularis,DJF-1,21,104.619,-5.4002,0.40718,13.0502,0.0018549,ffd,
Ranunculus,flabellaris,JFM,18,152.1111,2.5392,0.059925,1.0199,0.32757,ffd,
Ranunculus,recurvatus,MJJ,8,146.125,-10.1053,0.30152,2.5901,0.15866,ffd,
Ranunculus,repens,MJJ,7,140.8571,6.6149,0.38608,3.1443,0.13638,ffd,
Ranunculus,reptans,OND-1,16,177.5,13.0587,0.35551,7.7228,0.014779,ffd,
Ranunculus,trichophyllus,OND-1,12,180,-31.4402,0.67917,21.1694,0.00097859,ffd,
Raphanus,raphanistrum,OND-1,15,183.5333,-4.8308,0.072177,1.0113,0.33295,ffd,
Rhexia,virginica,MAJ,22,206.5,-3.8349,0.15898,3.7806,0.06605,ffd,
Rhododendron,canadense,MAJ,26,133.1154,-4.0435,0.58191,33.4036,5.8726e-06,ffd,
Rhododendron,viscosum,AMJ,23,166.5217,-3.5282,0.11874,2.8295,0.10736,ffd,
Rhus,copallina,MAJ,15,196.4667,-7.7588,0.40506,8.8508,0.010743,ffd,
Rhus,glabra,MAJ,19,189.0526,-2.9227,0.14135,2.7984,0.11266,ffd,
Rhus,radicans,MJJ,21,157.2381,-6.3109,0.29809,8.0689,0.010456,ffd,
Rhus,typhina,NDJ-1,18,183.5,3.3997,0.22989,4.7761,0.044073,ffd,
Ribes,rubrum,MAJ,17,124.4706,-4.1425,0.54733,18.137,0.00068651,ffd,
Robinia,pseudoacacia,AMJ,19,158.0526,-5.1839,0.27303,6.3848,0.02172,ffd,
Roripa,islandica,AMJ,12,158.5,-16.4806,0.34645,5.3011,0.044073,ffd,
Rosa,carolina,NDJ-1,22,171.6364,-2.7923,0.1744,4.2247,0.053133,ffd,
Rosa,eglanteria,AMJ,18,170.7222,-2.8,0.20865,4.2185,0.056702,ffd,
Rosa,nitida,MAJ,13,170.7692,4.059,0.19687,2.6965,0.12882,ffd,
Rudbeckia,hirta,FMA,5,178.2,-2.4982,0.49675,2.9613,0.18376,ffd,
Rudbeckia,laciniata,MAJ,16,209.0625,-6.3463,0.27848,5.4034,0.035651,ffd,
Rumex,acetosella,MAJ,23,133.0435,-5.2603,0.42371,15.4401,0.00076907,ffd,
Rumex,crispus,MAJ,22,154.0455,-5.1434,0.503,20.2415,0.00021925,ffd,
Rumex,obtusifolius,AMJ,16,166.75,9.9483,0.09203,1.419,0.25337,ffd,
Rumex,orbiculatus,DJF-1,14,179.5,6.5617,0.28114,4.6931,0.051127,ffd,
Sagina,procumbens,FMA,11,198.2727,-13.5386,0.17608,1.9234,0.19887,ffd,
Sagittaria,latifolia,JFM,18,197.6667,-4.3333,0.35628,8.8554,0.0089181,ffd,
Sambucus,canadensis,JAS,22,167.5909,5.5087,0.13266,3.059,0.095622,ffd,
Sanguinaria,canadensis,JFM,21,109.2381,-3.1354,0.47045,16.8795,0.00059807,ffd,
Sanicula,marilandica,MAJ,21,154.0952,-4.415,0.48226,17.698,0.00047774,ffd,
Saponaria,officinalis,JJA,18,196.2778,3.8124,0.21033,4.2617,0.055586,ffd,
Sarracenia,purpurea,MAJ,21,152.619,-2.8633,0.31034,8.5499,0.0087062,ffd,
Saxifraga,virginiensis,DJF-1,26,108.5385,-3.2518,0.23725,7.4652,0.011613,ffd,
Scleranthus,annuus,MJJ,19,151.7368,-11.734,0.1726,3.5463,0.076905,ffd,
Scutellaria,epilobiifolia,ASO,19,201.9474,5.5818,0.18744,3.9216,0.064091,ffd,
Scutellaria,lateriflora,MAJ,21,201.3333,6.6879,0.43392,14.5642,0.0011656,ffd,
Sedum,acre,AMJ,12,175.3333,-17.1553,0.3971,6.5865,0.028062,ffd,
Senecio,aureus,AMJ,25,141.4,-3.7872,0.17899,5.0143,0.035102,ffd,
Senecio,vulgaris,JJA,13,196,-27.279,0.46924,9.7248,0.0097767,ffd,
Senna,hebecarpa,JAS,11,208.4545,14.6269,0.24174,2.8694,0.12453,ffd,
Sericocarpus,asteroides,MJJ,5,189.4,9.263,0.46501,2.6076,0.20476,ffd,
Sicyos,angulatus,MJJ,16,208.1875,-20.7668,0.31092,6.3171,0.024817,ffd,
Silene,antirrhina,DJF-1,16,158.875,-3.0065,0.13761,2.2339,0.15721,ffd,
Silene,armeria,ASO,9,177.2222,25.9577,0.58938,10.0474,0.015713,ffd,
Silene,caroliniana,MAJ,25,144.2,-3.6353,0.40188,15.4539,0.00066735,ffd,
Silene,cucubalus,AMJ,16,170.75,-14.2871,0.48362,13.1116,0.0027803,ffd,
Silene,noctiflora,MAJ,11,179.6364,-9.8697,0.19582,2.1915,0.1729,ffd,
Sisymbrium,officinale,JFM,21,153.5714,-6.6656,0.28424,7.5452,0.012822,ffd,
Sisyrinchium,angustifolium,JJA,18,151,6.9887,0.56881,21.1069,0.0002993,ffd,
Sisyrinchium,atlanticum,JJA,18,151.6667,6.4892,0.35729,8.8946,0.0087968,ffd,
Sium,suave,JJA,20,187.4,4.0353,0.11519,2.3433,0.1432,ffd,
Smilacina,racemosa,MAJ,24,152.9583,-2.3707,0.13551,3.4486,0.076744,ffd,
Smilax,herbacea,MAJ,21,161.1905,-2.5628,0.23413,5.8083,0.026251,ffd,
Smilax,rotundifolia,AMJ,20,158.2,-5.2245,0.19751,4.43,0.049625,ffd,
Solanum,dulcamara,MJJ,22,168.3636,-5.3601,0.078429,1.7021,0.20683,ffd,
Solidago,bicolor,FMA,21,218.7619,-4.316,0.25297,6.434,0.020126,ffd,
Solidago,canadensis,MJJ,20,211.8,-8.1097,0.3305,8.8857,0.0080114,ffd,
Solidago,gigantea,ASO,20,208.65,-1.9577,0.043466,0.81794,0.37773,ffd,
Solidago,graminifolia,FMA,22,204.7273,-5.0866,0.32427,9.5976,0.0056705,ffd,
Solidago,juncea,MJJ,20,203.05,-2.8532,0.055834,1.0644,0.31587,ffd,
Solidago,nemoralis,JJA,19,219.3158,7.7436,0.30768,7.5552,0.013706,ffd,
Solidago,odora,DJF-1,20,220.45,5.2289,0.29875,7.6683,0.012644,ffd,
Solidago,rugosa,MAJ,21,213.5714,-7.459,0.24907,6.3021,0.021269,ffd,
Sonchus,asper,AMJ,8,208,-23.0786,0.72988,16.212,0.0069084,ffd,
Sonchus,oleraceus,JFM,12,206.6667,5.3686,0.15255,1.8001,0.20937,ffd,
Sparganium,eurycarpum,MJJ,20,178.25,-4.0838,0.084973,1.6716,0.2124,ffd,
Spergula,arvensis,AMJ,10,165.5,-23.5537,0.77594,27.7053,0.00076119,ffd,
Spergularia,rubra,MAJ,17,169.2353,-15.9706,0.43044,11.3359,0.004236,ffd,
Spiraea,alba,AMJ,22,168.2273,-6.4184,0.22437,5.7854,0.025958,ffd,
Spiraea,tomentosa,MJJ,24,199.9583,-3.992,0.14953,3.8681,0.061951,ffd,
Spiranthes,gracilis,JAS,19,208.3684,8.8751,0.24247,5.4413,0.032212,ffd,
Stellaria,graminea,AMJ,9,153.7778,-7.9669,0.73664,19.5801,0.0030629,ffd,
Stellaria,media,JFM,24,106.125,-7.4669,0.46418,19.0585,0.000247,ffd,
Symplocarpus,foetidus,FMA,24,72.9167,4.29,0.061642,1.4452,0.24208,ffd,
Tanacetum,vulgare,DJF-1,22,195.5,-1.9826,0.090655,1.9938,0.17331,ffd,
Taraxacum,officinale,JFM,26,110.1154,-4.3787,0.50342,24.3311,4.9309e-05,ffd,
Tephrosia,virginiana,MJJ,18,177.3889,-8.0163,0.28887,6.4995,0.021429,ffd,
Thalictrum,dasycarpum,JAS,12,172.5833,-5.5006,0.18774,2.3113,0.1594,ffd,
Thalictrum,dioicum,NDJ-1,12,133.0833,-5.7319,0.29088,4.102,0.070351,ffd,
Thalictrum,polygamum,NDJ-1,22,174.5,-3.1578,0.15166,3.5754,0.073217,ffd,
Toxicodendron,vernix,FMA,19,167.5263,-1.6122,0.098701,1.8617,0.19022,ffd,
Tradescantia,virginiana,MJJ,12,143.0833,-31.5915,0.2112,2.6775,0.13282,ffd,
Trichostema,dichotomum,AMJ,19,211.5263,-5.4231,0.25996,5.9717,0.025741,ffd,
Trientalis,borealis,MAJ,24,137,-4.2075,0.45513,18.3766,0.00029946,ffd,
Trifolium,arvense,AMJ,22,177.3182,-6.4157,0.26666,7.2723,0.013877,ffd,
Trifolium,aureum,AMJ,19,155.0526,-6.9298,0.11381,2.1832,0.15781,ffd,
Trifolium,campestre,FMA,17,155.9412,-5.3296,0.2039,3.8417,0.06884,ffd,
Trifolium,hybridum,MAJ,18,154.2778,-3.9176,0.50034,16.0218,0.0010261,ffd,
Trifolium,pratense,JFM,23,146.7826,-2.6258,0.32969,10.3288,0.0041674,ffd,
Trifolium,repens,AMJ,23,149.5217,-5.0095,0.14684,3.6143,0.071097,ffd,
Trillium,cernuum,MAJ,24,136.5417,-2.5519,0.17742,4.745,0.040382,ffd,
Trillium,grandiflorum,MAJ,15,127.0667,-3.3453,0.19945,3.2389,0.09515,ffd,
Trillium,undulatum,MAJ,16,133.9375,-4.8307,0.52177,15.2747,0.0015758,ffd,
Triodanis,perfoliata,AMJ,20,176.2,-4.7159,0.1048,2.1072,0.16382,ffd,
Triosteum,aurantiacum,MAJ,18,154.5556,-5.2908,0.36998,9.3962,0.0073979,ffd,
Urtica,dioica,FMA,5,187.4,7.9684,0.39965,1.9971,0.25249,ffd,
Utricularia,cornuta,JFM,18,201.7778,-4.1367,0.17124,3.3059,0.087802,ffd,
Utricularia,inflata,AMJ,18,189.3333,-16.4897,0.36984,9.3905,0.0074123,ffd,
Utricularia,purpurea,ASO,13,208.9231,16.555,0.44145,8.6939,0.013244,ffd,
Utricularia,vulgaris,JAS,23,168.2174,4.5812,0.19574,5.1109,0.034519,ffd,
Uvularia,perfoliata,MAJ,12,137.25,-4.5606,0.3022,4.3308,0.064084,ffd,
Uvularia,sessilifolia,MAJ,24,126.25,-4.3271,0.48467,20.6915,0.0001579,ffd,
Vaccinium,angustifolium,FMA,25,123.6,-5.0687,0.6131,36.4472,3.7116e-06,ffd,
Vaccinium,corymbosum,MAJ,26,128.3077,-6.2297,0.66049,46.6901,4.5644e-07,ffd,
Vaccinium,macrocarpon,MAJ,21,169.5238,-2.7117,0.42111,13.8212,0.0014597,ffd,
Vaccinium,oxycoccos,MJJ,16,174.5,7.9711,0.11634,1.8432,0.19606,ffd,
Vaccinium,vacillans,MAJ,23,126.3913,-3.8806,0.38499,13.1457,0.0015841,ffd,
Veratrum,viride,FMA,17,153.8824,-5.6379,0.45438,12.4914,0.0030043,ffd,
Verbascum,thapsus,MAJ,21,171.619,-2.9886,0.35081,10.2673,0.0046693,ffd,
Verbena,hastata,MAJ,22,198.1818,-3.6848,0.33014,9.8571,0.0051595,ffd,
Verbena,urticifolia,JAS,20,197.65,4.5431,0.30021,7.7219,0.012385,ffd,
Vernonia,noveboracensis,AMJ,18,214.6667,-4.3125,0.13848,2.5719,0.12833,ffd,
Veronica,arvensis,FMA,6,131.6667,-10.1596,0.66156,7.8188,0.049,ffd,
Veronica,officinalis,MAJ,18,134.2222,-15.6462,0.22696,4.6974,0.045641,ffd,
Veronica,peregrina,AMJ,7,127.8571,-7.1766,0.85614,29.7557,0.0028149,ffd,
Veronica,scutellata,JAS,21,173.3333,5.2432,0.10014,2.1143,0.16225,ffd,
Veronica,serpyllifolia,MAJ,25,133.76,-5.5551,0.54955,28.0606,2.2384e-05,ffd,
Viburnum,acerifolium,MAJ,21,163.7619,-2.7952,0.30975,8.5263,0.0087842,ffd,
Viburnum,cassinoides,MAJ,18,164.3889,-1.7459,0.13224,2.4383,0.13796,ffd,
Viburnum,lentago,AMJ,22,155.1364,-2.7326,0.15237,3.5952,0.072488,ffd,
Viburnum,recognitum,AMJ,22,162.7727,-4.168,0.29448,8.3481,0.0090679,ffd,
Vicia,cracca,AMJ,21,157.5238,-9.477,0.34245,9.8953,0.0053237,ffd,
Viola,blanda,MAJ,23,119.2174,-3.8265,0.61491,33.5322,9.5177e-06,ffd,
Viola,brittoniana,MAJ,23,120.6087,-5.7061,0.24874,6.9529,0.015418,ffd,
Viola,conspersa,MAJ,22,129.4545,-4.2195,0.26003,7.028,0.015332,ffd,
Viola,cucullata,JFM,25,118.8,-3.8736,0.56177,29.4839,1.616e-05,ffd,
Viola,lanceolata,MAJ,22,131.2727,-4.514,0.38737,12.6463,0.0019799,ffd,
Viola,pedata,MJJ,23,124.2609,1.8306,0.031938,0.69283,0.41457,ffd,
Viola,pubescens,AMJ,24,129.8333,-7.3398,0.45045,18.0327,0.00033045,ffd,
Viola,sagittata,JFM,24,125.3333,-1.7933,0.063174,1.4835,0.23612,ffd,
Vitis,aestivalis,NDJ-1,13,154.6154,-16.4507,0.1461,1.882,0.19743,ffd,
Vitis,labrusca,AMJ,21,161.8095,-4.2018,0.45146,15.6373,0.00085031,ffd,
Xanthorhiza,simplicissima,DJF-1,14,116.9286,-16.6595,0.39496,7.8335,0.016079,ffd,
Xyris,caroliniana,JAS,13,202.9231,-12.0734,0.53142,12.4754,0.0046979,ffd,
Zizia,aurea,MAJ,16,131.9375,-7.3927,0.63079,23.9189,0.0002384,ffd,
